name,state,district,beds,coords,emergency,ambulance,lat,lon
Chakraborty Multi Speciality Hospital,Andaman and Nicobar Islands,South Andaman,118.0,"11.6357989, 92.7120575",False,False,11.6357989,92.7120575
Inhs Dhanvantri,Andaman and Nicobar Islands,South Andaman,108.0,"11.8311681, 92.6586401",False,False,11.8311681,92.6586401
Pillar Health Centre,Andaman and Nicobar Islands,South Andaman,87.0,"11.6498468, 92.7294624",False,False,11.6498468,92.7294624
"G B Pant Hospital, Port Blair",Andaman and Nicobar Islands,South Andaman,100.0,"11.6233774, 92.7264828",False,False,11.6233774,92.7264828
"Care Hospital, Banjara",Andhra Pradesh,Hyderabad,118.0,"17.4274003, 78.4311174",False,False,17.4274003,78.4311174
Aasha Hospitals,Andhra Pradesh,Anantapur,98.0,"14.6795736, 77.592469",False,False,14.6795736,77.592469
Baby Hospital,Andhra Pradesh,Anantapur,90.0,"14.6818877, 77.6005911",False,False,14.6818877,77.6005911
Dr Akbar Eye Hospital And Laser Centre,Andhra Pradesh,Anantapur,90.0,"14.6723351, 77.6018211",False,False,14.6723351,77.6018211
Hrudaya Children Hospital,Andhra Pradesh,Anantapur,115.0,"14.6749908, 77.6032432",False,False,14.6749908,77.6032432
"Jeevana Jyothi Hospitals Ltd.,",Andhra Pradesh,Anantapur,119.0,"17.4738037, 78.5641765",False,False,17.4738037,78.5641765
Mythri Hospitals,Andhra Pradesh,Anantapur,81.0,"14.6867872, 77.5832307",False,False,14.6867872,77.5832307
Padmavathi Hospital,Andhra Pradesh,Anantapur,103.0,"15.3474564, 75.1253824",False,False,15.3474564,75.1253824
Pavani Multi Speciality Hospital,Andhra Pradesh,Anantapur,109.0,"14.6742267, 77.6025251",False,False,14.6742267,77.6025251
Ravitej Nursing Home,Andhra Pradesh,Anantapur,100.0,"14.6805847, 77.6000775",False,False,14.6805847,77.6000775
Santhi Nursing Home,Andhra Pradesh,Anantapur,112.0,"13.9860276, 77.7658783",False,False,13.9860276,77.7658783
Sri Sai Kurpa Nursing Home,Andhra Pradesh,Anantapur,104.0,"13.6340453, 79.4157431",False,False,13.6340453,79.4157431
Sudhir Surgical Clinic,Andhra Pradesh,Anantapur,107.0,"14.9093514, 78.0060388",False,False,14.9093514,78.0060388
Suma Eye Clinic,Andhra Pradesh,Anantapur,95.0,"14.6755437, 77.6036802",False,False,14.6755437,77.6036802
Varun Children's Hospital,Andhra Pradesh,Anantapur,116.0,"19.0627033, 72.9297396",False,False,19.0627033,72.9297396
Vijaya Nursing Home,Andhra Pradesh,Anantapur,100.0,"14.6607456, 77.6085681",False,False,14.6607456,77.6085681
Mamatha Nursing Home,Andhra Pradesh,Anantapur,118.0,"13.0433764, 80.1622367",False,False,13.0433764,80.1622367
Anantapuram Praja Vaidyasala,Andhra Pradesh,Anantapur,97.0,"14.6735546, 77.6081894",False,False,14.6735546,77.6081894
Girish Multispeciality Hospital,Andhra Pradesh,Anantapur,93.0,"14.178135, 77.2728241",False,False,14.178135,77.2728241
Shilpa Hospital,Andhra Pradesh,Anantapur,88.0,"13.8358978, 77.5046101",False,False,13.8358978,77.5046101
Sreenivasa Nursing Home,Andhra Pradesh,Anantapur,105.0,"13.8185378, 77.4988753",False,False,13.8185378,77.4988753
Teja Nursing Home,Andhra Pradesh,Anantapur,81.0,"13.8371751, 77.4878898",False,False,13.8371751,77.4878898
Sharada Nursing Home and Falvia P Reddy Diagnostic,Andhra Pradesh,Anantapur,99.0,"14.910003, 78.0005407",False,False,14.910003,78.0005407
Sri Kanchani Hospital,Andhra Pradesh,Anantapur,107.0,"14.9070274, 78.0092703",False,False,14.9070274,78.0092703
Devi Nursing Home,Andhra Pradesh,Anantapur,114.0,"14.4137447, 77.7126189",False,False,14.4137447,77.7126189
Spandana Hospital,Andhra Pradesh,Anantapur,93.0,"14.4068919, 77.7125679",False,False,14.4068919,77.7125679
Preethi Nursing Home,Andhra Pradesh,Anantapur,96.0,"15.1622611, 77.3826845",False,False,15.1622611,77.3826845
Dr. Ramalakshmi Nursing Home,Andhra Pradesh,Chittoor,83.0,"13.217176, 79.1003289",False,False,13.217176,79.1003289
Lakshmi Hospital,Andhra Pradesh,Chittoor,85.0,"28.6481837, 77.3709431",False,False,28.6481837,77.3709431
Sujatha Nursing Home,Andhra Pradesh,Chittoor,105.0,"13.65, 78.933333",False,False,13.65,78.933333
Balaji Hospital,Andhra Pradesh,Chittoor,89.0,"13.36592, 78.5750141",False,False,13.36592,78.5750141
Balaji Multi Speciality Hospital,Andhra Pradesh,Chittoor,93.0,"13.5508703, 78.50597",False,False,13.5508703,78.50597
Bhavya Child Care Center,Andhra Pradesh,Chittoor,110.0,"13.5603491, 78.5036065",False,False,13.5603491,78.5036065
Desai Hospital-Madanapalli,Andhra Pradesh,Chittoor,102.0,"14.4656511, 78.8330438",False,False,14.4656511,78.8330438
Emergency Hospital,Andhra Pradesh,Chittoor,119.0,"18.4328566, 79.1303578",False,False,18.4328566,79.1303578
Kathasagaram Hospitals,Andhra Pradesh,Chittoor,95.0,"13.5529488, 78.5086376",False,False,13.5529488,78.5086376
M.V.L Hospital,Andhra Pradesh,Chittoor,103.0,"13.5657237, 78.5066868",False,False,13.5657237,78.5066868
Madanapalle Hospital Pvt Ltd,Andhra Pradesh,Chittoor,105.0,"13.553374, 78.5065719",False,False,13.553374,78.5065719
Popular Nursing Home,Andhra Pradesh,Chittoor,104.0,"30.3145962, 78.0357476",False,False,30.3145962,78.0357476
P E S Institute Of Medical Sciences and Research,Andhra Pradesh,Chittoor,87.0,"12.7279579, 78.3512397",False,False,12.7279579,78.3512397
Rathna Childrens and General Hospital,Andhra Pradesh,Chittoor,103.0,"12.7510218, 78.340196",False,False,12.7510218,78.340196
Sri Priya Nursing Home,Andhra Pradesh,Chittoor,90.0,"12.7470314, 78.3330157",False,False,12.7470314,78.3330157
Apollo Multispeciality Hospital,Andhra Pradesh,Chittoor,96.0,"13.6403071, 79.4176391",False,False,13.6403071,79.4176391
Asalatha Medicare Pvt Lt,Andhra Pradesh,Chittoor,114.0,"13.6320156, 79.4260025",False,False,13.6320156,79.4260025
Balaji Orthopaedic And Trauma Hospital,Andhra Pradesh,Chittoor,112.0,"13.6344095, 79.425573",False,False,13.6344095,79.425573
Bhaskar Allergy and Chest Hospital,Andhra Pradesh,Chittoor,84.0,"13.6338436, 79.4210045",False,False,13.6338436,79.4210045
Clinic Nisha,Andhra Pradesh,Chittoor,118.0,"13.6338782, 79.4195997",False,False,13.6338782,79.4195997
Dbr And Sk Super Speciality Hospital,Andhra Pradesh,Chittoor,107.0,"13.6244611, 79.4310052",False,False,13.6244611,79.4310052
Eye Care Centre and Contact Lens Clinic,Andhra Pradesh,Chittoor,86.0,"13.6287557, 79.4191795",False,False,13.6287557,79.4191795
Harshitha Hospital,Andhra Pradesh,Chittoor,87.0,"13.6361446, 79.4204532",False,False,13.6361446,79.4204532
M S Hospital,Andhra Pradesh,Chittoor,113.0,"13.6781837, 79.352188",False,False,13.6781837,79.352188
Manohari Nursing Home,Andhra Pradesh,Chittoor,103.0,"13.6302513, 79.4118237",False,False,13.6302513,79.4118237
Neelima Maternity Nursing Home,Andhra Pradesh,Chittoor,101.0,"13.6390013, 79.4272041",False,False,13.6390013,79.4272041
Ramya Hospital,Andhra Pradesh,Chittoor,84.0,"13.6365271, 79.4127143",False,False,13.6365271,79.4127143
Shyamala Nursing Home,Andhra Pradesh,Chittoor,118.0,"13.6368739, 79.4144319",False,False,13.6368739,79.4144319
Sree Emergency and Crticial Care Hospital,Andhra Pradesh,Chittoor,106.0,"13.6157076, 79.4125828",False,False,13.6157076,79.4125828
Sri Padmavathi Multi Speciality Hospital,Andhra Pradesh,Chittoor,94.0,"23.0866456, 72.5630236",False,False,23.0866456,72.5630236
Sri Ramadevi Multi Super Speciality Hospital,Andhra Pradesh,Chittoor,94.0,"13.6388217, 79.4204627",False,False,13.6388217,79.4204627
Sri Venkateswara Hospitals,Andhra Pradesh,Chittoor,83.0,"26.896961, 75.792554",False,False,26.896961,75.792554
Sviss Hospital,Andhra Pradesh,Chittoor,118.0,"13.6095995, 79.4489169",False,False,13.6095995,79.4489169
Venkataramana Heart And Maternity Hospital,Andhra Pradesh,Chittoor,101.0,"13.6358027, 79.420805",False,False,13.6358027,79.420805
Vision Care Clinic,Andhra Pradesh,Chittoor,107.0,"13.639101, 79.4177213",False,False,13.639101,79.4177213
Elite Hospital,Andhra Pradesh,Chittoor,81.0,"13.6335087, 79.4170539",False,False,13.6335087,79.4170539
Vennela Super Speciality Eye and Dental Hospital,Andhra Pradesh,Chittoor,107.0,"28.6779455, 77.3103012",False,False,28.6779455,77.3103012
Manasa Kidney Foundation,Andhra Pradesh,Chittoor,99.0,"13.6452591, 79.419089",False,False,13.6452591,79.419089
Rushh Hospital,Andhra Pradesh,Chittoor,109.0,"13.6370231, 79.4206271",False,False,13.6370231,79.4206271
Swarnamurtha Hospital,Andhra Pradesh,Chittoor,118.0,"13.633255, 79.4552064",False,False,13.633255,79.4552064
Sri Sai Nursing Home,Andhra Pradesh,Chittoor,112.0,"12.7686756, 75.2070644",False,False,12.7686756,75.2070644
C.S.I. Hospital,Andhra Pradesh,Chittoor,80.0,"13.3200519, 79.585628",False,False,13.3200519,79.585628
Chaitanya Childrens Hospital,Andhra Pradesh,Chittoor,92.0,"13.7392101, 79.7119419",False,False,13.7392101,79.7119419
Vani Priya Hospital,Andhra Pradesh,Chittoor,85.0,"22.5657131, 88.3557301",False,False,22.5657131,88.3557301
Balaji Nursing Home,Andhra Pradesh,Y.S.R.,88.0,"14.480391, 78.8340173",False,False,14.480391,78.8340173
Jyothi Nursing Home,Andhra Pradesh,Y.S.R.,103.0,"17.6651796, 75.8970483",False,False,17.6651796,75.8970483
K.C.M. Hospital,Andhra Pradesh,Y.S.R.,94.0,"19.0266349, 72.8594614",False,False,19.0266349,72.8594614
Palla Krishnaiah Memorial And Nursing Home,Andhra Pradesh,Y.S.R.,111.0,"14.4701485, 78.8297701",False,False,14.4701485,78.8297701
Srija Rainbow Childrens Hospital,Andhra Pradesh,Y.S.R.,116.0,"14.4783864, 78.8252721",False,False,14.4783864,78.8252721
Tata Reddy Ramalinga Reddy Nursing Home,Andhra Pradesh,Y.S.R.,81.0,"14.686981, 78.3909238",False,False,14.686981,78.3909238
Sri Satya Sai Hospital,Andhra Pradesh,Y.S.R.,81.0,"13.0311046, 80.2720822",False,False,13.0311046,80.2720822
Usha Rani Nursing Home,Andhra Pradesh,Y.S.R.,111.0,"17.7266953, 83.3054733",False,False,17.7266953,83.3054733
Vishnu Nursing Home,Andhra Pradesh,Y.S.R.,85.0,"13.9518505, 79.3492863",False,False,13.9518505,79.3492863
Sree Durgaa Nursing Home,Andhra Pradesh,Y.S.R.,111.0,"14.1965314, 79.1563718",False,False,14.1965314,79.1563718
Sri Sai Nursing Home,Andhra Pradesh,Y.S.R.,83.0,"14.2050808, 79.1549173",False,False,14.2050808,79.1549173
Madhavi Nursing Home,Andhra Pradesh,Y.S.R.,96.0,"14.0585458, 78.7518863",False,False,14.0585458,78.7518863
Abhilash Netra Vidyasala,Andhra Pradesh,Y.S.R.,103.0,"14.7491864, 78.5531577",False,False,14.7491864,78.5531577
B. G. R. Hospital,Andhra Pradesh,Y.S.R.,84.0,"14.7500333, 78.5478809",False,False,14.7500333,78.5478809
Kalyana Chakravarthy Hospitals - Proddatur,Andhra Pradesh,Y.S.R.,95.0,"14.7528736, 78.5514834",False,False,14.7528736,78.5514834
Kathya Nursing Home,Andhra Pradesh,Y.S.R.,112.0,"14.7512835, 78.5497493",False,False,14.7512835,78.5497493
Lakshmi Kishore Hospital,Andhra Pradesh,Y.S.R.,88.0,"26.1781993, 91.773379",False,False,26.1781993,91.773379
Swarup Eye Hospital and Laser Center,Andhra Pradesh,Y.S.R.,82.0,"14.7600159, 78.5393058",False,False,14.7600159,78.5393058
Sri Thati Reddy Ramalinga Reddy Nursing Home,Andhra Pradesh,Y.S.R.,119.0,"14.6857186, 78.3909785",False,False,14.6857186,78.3909785
Venkata Sai Baradwaja Hospital,Andhra Pradesh,Y.S.R.,118.0,"14.8474197, 78.3899108",False,False,14.8474197,78.3899108
7 Star Superspeciality Hospital,Andhra Pradesh,East Godavari,97.0,"32.458567, 74.5000465",False,False,32.458567,74.5000465
Apollo Samudra Hospitals,Andhra Pradesh,East Godavari,119.0,"17.0769388, 82.1385327",False,False,17.0769388,82.1385327
Bharani Hospital,Andhra Pradesh,East Godavari,80.0,"16.9890648, 82.2474648",False,False,16.9890648,82.2474648
Care Emergency Hospital,Andhra Pradesh,East Godavari,90.0,"29.5160925, 74.5877445",False,False,29.5160925,74.5877445
Christian Cancer Center,Andhra Pradesh,East Godavari,107.0,"16.9837142, 82.2404611",False,False,16.9837142,82.2404611
Haritha Hospitals,Andhra Pradesh,East Godavari,102.0,"16.9482342, 82.2528975",False,False,16.9482342,82.2528975
Raghava 24 Hrs Emergency Hospital,Andhra Pradesh,East Godavari,114.0,"16.9640729, 82.2329395",False,False,16.9640729,82.2329395
Shravani Ent Hospital,Andhra Pradesh,East Godavari,80.0,"16.9558071, 82.2330899",False,False,16.9558071,82.2330899
Siddhartha Hospital,Andhra Pradesh,East Godavari,91.0,"16.954694, 82.2327304",False,False,16.954694,82.2327304
Sri Lalitha Hospitals Institute Of Lap Surgery And Training,Andhra Pradesh,East Godavari,111.0,"16.9510095, 82.2365598",False,False,16.9510095,82.2365598
Srihitha Children Hospital,Andhra Pradesh,East Godavari,114.0,"17.0005383, 81.8040345",False,False,17.0005383,81.8040345
Vijaya Nursing Home,Andhra Pradesh,East Godavari,95.0,"16.9639769, 82.2236918",False,False,16.9639769,82.2236918
Bhanu Nursing Home and Eye Hospital,Andhra Pradesh,East Godavari,99.0,"34.1255413, 74.9442585",False,False,34.1255413,74.9442585
Mother and Child Hospital,Andhra Pradesh,East Godavari,112.0,"16.9754085, 82.2352397",False,False,16.9754085,82.2352397
Nayana Eye Care,Andhra Pradesh,East Godavari,103.0,"16.9695602, 82.2388249",False,False,16.9695602,82.2388249
Ramalingeswara Nursing Home,Andhra Pradesh,East Godavari,90.0,"16.9506495, 82.2333585",False,False,16.9506495,82.2333585
Poly Clinic and Hospital,Andhra Pradesh,East Godavari,99.0,"12.6670587, 79.2782323",False,False,12.6670587,79.2782323
Sanjivi Orthopaedic Hospital,Andhra Pradesh,East Godavari,104.0,"16.9663046, 82.2270885",False,False,16.9663046,82.2270885
Surya Global Hospitals,Andhra Pradesh,East Godavari,81.0,"16.9607952, 82.2282795",False,False,16.9607952,82.2282795
Sushrutha Hospital,Andhra Pradesh,East Godavari,83.0,"16.9967552, 82.2569717",False,False,16.9967552,82.2569717
Sri Srinivasa Nursing Home,Andhra Pradesh,East Godavari,93.0,"16.9523477, 82.1305609",False,False,16.9523477,82.1305609
Abhay Nursing Home,Andhra Pradesh,East Godavari,100.0,"17.3977354, 78.5095841",False,False,17.3977354,78.5095841
Aruna Hospital and Poly Clinic,Andhra Pradesh,East Godavari,87.0,"16.9955344, 81.777335",False,False,16.9955344,81.777335
Bhaskara Raju Children Hospital,Andhra Pradesh,East Godavari,86.0,"17.0085074, 81.7903215",False,False,17.0085074,81.7903215
Sri Srinivasa Hospitals,Andhra Pradesh,East Godavari,101.0,"11.0216153, 76.9512637",False,False,11.0216153,76.9512637
Abhaya Emergency Centre,Andhra Pradesh,East Godavari,109.0,"17.025988, 81.785442",False,False,17.025988,81.785442
Ammanna Memorial Murtys Neuro Super Speciality Ho,Andhra Pradesh,East Godavari,87.0,"17.0068895, 81.7829842",False,False,17.0068895,81.7829842
Aruna Hospital and Polyclinic,Andhra Pradesh,East Godavari,106.0,"16.9937064, 81.7762669",False,False,16.9937064,81.7762669
Bharadwaja Heart and Maternity Centre,Andhra Pradesh,East Godavari,113.0,"17.0112469, 81.7827774",False,False,17.0112469,81.7827774
Bhavani Nursing Home,Andhra Pradesh,East Godavari,100.0,"17.048743, 81.799831",False,False,17.048743,81.799831
Buddudu Orthopeadic Hospital,Andhra Pradesh,East Godavari,112.0,"17.0096947, 81.7760339",False,False,17.0096947,81.7760339
Kamalakar Hospital,Andhra Pradesh,East Godavari,114.0,"17.0068375, 81.7875023",False,False,17.0068375,81.7875023
Prasanthi Nursing Home,Andhra Pradesh,East Godavari,103.0,"17.0015368, 81.7899798",False,False,17.0015368,81.7899798
Raja Neuro And Multi Speciality Hospital Pvt Ltd,Andhra Pradesh,East Godavari,108.0,"11.021315, 76.970487",False,False,11.021315,76.970487
Rajahmundry Orthopedic Hospital,Andhra Pradesh,East Godavari,110.0,"17.4404903, 78.4739384",False,False,17.4404903,78.4739384
Swetha Hospitals - Rajahmundry,Andhra Pradesh,East Godavari,82.0,"17.006802, 81.7830251",False,False,17.006802,81.7830251
V.B. Chest Institute,Andhra Pradesh,East Godavari,119.0,"17.0039159, 81.7948734",False,False,17.0039159,81.7948734
Vijaya Hospital,Andhra Pradesh,East Godavari,111.0,"17.0021675, 81.7855401",False,False,17.0021675,81.7855401
Akira Eye Hospital,Andhra Pradesh,East Godavari,101.0,"17.0151123, 81.7725499",False,False,17.0151123,81.7725499
Dr A V R Ananda Rao Memorial Eye Clinic,Andhra Pradesh,East Godavari,102.0,"17.0100744, 81.7724645",False,False,17.0100744,81.7724645
Chaitanya Nursing Home,Andhra Pradesh,East Godavari,118.0,"17.0209155, 81.7711827",False,False,17.0209155,81.7711827
Swatantra Hospitals,Andhra Pradesh,East Godavari,103.0,"17.0127714, 81.7782905",False,False,17.0127714,81.7782905
Saiteja Hospital,Andhra Pradesh,East Godavari,92.0,"17.0320097, 81.8101386",False,False,17.0320097,81.8101386
Adarsh Multi Speciality Hospital and Neuro Center,Andhra Pradesh,East Godavari,86.0,"13.0560527, 80.2184139",False,False,13.0560527,80.2184139
Adarsha Hospital,Andhra Pradesh,East Godavari,99.0,"16.567804, 81.9972968",False,False,16.567804,81.9972968
Care Hospital,Andhra Pradesh,East Godavari,80.0,"16.4075276, 81.7886325",False,False,16.4075276,81.7886325
Konaseema Institute Of Medical Sciences,Andhra Pradesh,East Godavari,87.0,"16.5720904, 82.0008548",False,False,16.5720904,82.0008548
Konaseva Institute Of Medical Science,Andhra Pradesh,East Godavari,93.0,"15.2913649, 75.1458943",False,False,15.2913649,75.1458943
Sri Venkateswara Nursing Home,Andhra Pradesh,East Godavari,107.0,"16.573678, 81.999496",False,False,16.573678,81.999496
Janatha Hospital,Andhra Pradesh,East Godavari,81.0,"16.6414998, 82.1042955",False,False,16.6414998,82.1042955
Sree Sravana Nursing Home,Andhra Pradesh,East Godavari,111.0,"16.7160148, 81.8957846",False,False,16.7160148,81.8957846
Sri Venkateswara Nursing Home,Andhra Pradesh,East Godavari,102.0,"17.4986709, 81.9998367",False,False,17.4986709,81.9998367
Sri Maha Laxmi Nursing Home,Andhra Pradesh,East Godavari,104.0,"16.517212, 81.8702795",False,False,16.517212,81.8702795
Vijaya Laxmi Nursing Home,Andhra Pradesh,East Godavari,101.0,"16.9999058, 81.7735238",False,False,16.9999058,81.7735238
Ravi Nursing Home,Andhra Pradesh,East Godavari,101.0,"17.3036498, 82.2101462",False,False,17.3036498,82.2101462
Sri Sai Bhramarambika Nursing Home,Andhra Pradesh,East Godavari,85.0,"16.4242668, 81.7185253",False,False,16.4242668,81.7185253
Vrd Care Hospital,Andhra Pradesh,East Godavari,112.0,"17.063139, 81.2917971",False,False,17.063139,81.2917971
Adarsh Nursing Home,Andhra Pradesh,East Godavari,87.0,"16.8349808, 82.0302926",False,False,16.8349808,82.0302926
Kamala Nursing Home,Andhra Pradesh,East Godavari,84.0,"16.8372408, 82.0325401",False,False,16.8372408,82.0325401
Sri Venkateshwara Nursign Home,Andhra Pradesh,East Godavari,118.0,"13.0906485, 80.1555927",False,False,13.0906485,80.1555927
Sri Madhavananda Speciality Hospital,Andhra Pradesh,East Godavari,85.0,"16.7914449, 82.0597816",False,False,16.7914449,82.0597816
Santhi Childrens Hospital,Andhra Pradesh,East Godavari,114.0,"16.8652942, 81.9261999",False,False,16.8652942,81.9261999
Dr.K.V.R.Hospital,Andhra Pradesh,East Godavari,98.0,"16.5871358, 82.008204",False,False,16.5871358,82.008204
Doctors Plaza,Andhra Pradesh,East Godavari,96.0,"17.355267, 82.5429325",False,False,17.355267,82.5429325
Pandu Ranga Praja Vidyasala,Andhra Pradesh,East Godavari,98.0,"17.3645993, 82.5460478",False,False,17.3645993,82.5460478
Lakshmi Balaji Nursing Home,Andhra Pradesh,East Godavari,116.0,"17.2882648, 82.1063568",False,False,17.2882648,82.1063568
Rao's Nursing Home,Andhra Pradesh,East Godavari,102.0,"17.0756673, 82.1360026",False,False,17.0756673,82.1360026
Sree Sreenivasa Hospital,Andhra Pradesh,East Godavari,88.0,"17.0785002, 82.1366951",False,False,17.0785002,82.1366951
Chopde's Nursing Home,Andhra Pradesh,East Godavari,91.0,"17.1172164, 82.268659",False,False,17.1172164,82.268659
Sri Varalakshmi Hospital,Andhra Pradesh,East Godavari,80.0,"17.1124269, 82.2528975",False,False,17.1124269,82.2528975
Adarsha Hospitals,Andhra Pradesh,Guntur,80.0,"16.2861218, 80.4462117",False,False,16.2861218,80.4462117
Ahalya Nursing Home,Andhra Pradesh,Guntur,113.0,"16.3066525, 80.4365402",False,False,16.3066525,80.4365402
Amaravathi Institute Of Medical Sciences Pvt Ltd,Andhra Pradesh,Guntur,104.0,"16.2893144, 80.4604643",False,False,16.2893144,80.4604643
Amma Childrens Hospital,Andhra Pradesh,Guntur,119.0,"16.2989705, 80.4523668",False,False,16.2989705,80.4523668
Aruna Hospital,Andhra Pradesh,Guntur,80.0,"16.2432189, 80.647093",False,False,16.2432189,80.647093
Aswini Hospitals,Andhra Pradesh,Guntur,95.0,"16.3411536, 80.6280525",False,False,16.3411536,80.6280525
Bayya Ent Hospital And Research Centre,Andhra Pradesh,Guntur,84.0,"16.2964097, 80.4490511",False,False,16.2964097,80.4490511
Chalsani Hospital,Andhra Pradesh,Guntur,108.0,"16.2988738, 80.4525909",False,False,16.2988738,80.4525909
Janardani Hospital,Andhra Pradesh,Guntur,101.0,"16.2370726, 80.6469011",False,False,16.2370726,80.6469011
Mahathi Nursing Home,Andhra Pradesh,Guntur,84.0,"16.3011491, 80.4389977",False,False,16.3011491,80.4389977
Mediline Hospital,Andhra Pradesh,Guntur,95.0,"16.4165212, 80.4582736",False,False,16.4165212,80.4582736
Mother Theresa Multispeciality Hospital,Andhra Pradesh,Guntur,105.0,"16.2501646, 80.0225996",False,False,16.2501646,80.0225996
Pragathi Hospitals,Andhra Pradesh,Guntur,112.0,"17.3730192, 78.547636",False,False,17.3730192,78.547636
Rajyalakshmi Nursing Home,Andhra Pradesh,Guntur,115.0,"16.2940783, 80.4490134",False,False,16.2940783,80.4490134
Sai Sri Nursing Home,Andhra Pradesh,Guntur,111.0,"16.0526834, 79.7400177",False,False,16.0526834,79.7400177
Sravani Hospital,Andhra Pradesh,Guntur,103.0,"16.3146349, 80.4409967",False,False,16.3146349,80.4409967
Sri Vijayasai Hospital,Andhra Pradesh,Guntur,99.0,"16.433573, 80.5677103",False,False,16.433573,80.5677103
Tulasi Multi Speciality Hospital,Andhra Pradesh,Guntur,112.0,"16.2988238, 80.4528501",False,False,16.2988238,80.4528501
Venkateswara Mother and Child Hospital,Andhra Pradesh,Guntur,82.0,"16.2398274, 80.0374843",False,False,16.2398274,80.0374843
Ala Hospital,Andhra Pradesh,Guntur,89.0,"16.342393, 80.4390298",False,False,16.342393,80.4390298
Aruna Multi Speciality Hospitals,Andhra Pradesh,Guntur,108.0,"16.2997929, 80.4384343",False,False,16.2997929,80.4384343
Bmr Hospitals,Andhra Pradesh,Guntur,92.0,"16.305141, 80.4403014",False,False,16.305141,80.4403014
Sri Lakshmi Venkateswara Nursing Home,Andhra Pradesh,Guntur,89.0,"16.2903294, 80.4507311",False,False,16.2903294,80.4507311
St Joseph's General Hospital,Andhra Pradesh,Guntur,113.0,"16.2985944, 80.4378316",False,False,16.2985944,80.4378316
Sri Sruthi Hospital,Andhra Pradesh,Guntur,90.0,"16.3161479, 80.4177459",False,False,16.3161479,80.4177459
Sanjivi Orthopaedic and Physiotherapy Centre,Andhra Pradesh,Guntur,115.0,"16.3258784, 80.427861",False,False,16.3258784,80.427861
Vijaya Eye Hospital,Andhra Pradesh,Guntur,100.0,"16.3140464, 80.4261372",False,False,16.3140464,80.4261372
Rachana Eye Hospital,Andhra Pradesh,Guntur,88.0,"15.8999881, 80.4692439",False,False,15.8999881,80.4692439
Srinivasa Children Hospital,Andhra Pradesh,Guntur,103.0,"15.9058966, 80.4715866",False,False,15.9058966,80.4715866
Adilakshmi Nursing Home,Andhra Pradesh,Guntur,114.0,"16.0615501, 80.5497294",False,False,16.0615501,80.5497294
Datta Prasad Orthopaedic Nursing Home,Andhra Pradesh,Guntur,114.0,"16.0685991, 80.5481667",False,False,16.0685991,80.5481667
Dr Sajja Chandramouli Hospital,Andhra Pradesh,Guntur,115.0,"16.063414, 80.5498178",False,False,16.063414,80.5498178
Nightingale Hospital,Andhra Pradesh,Guntur,118.0,"16.3120407, 80.4319567",False,False,16.3120407,80.4319567
Vijaya Sarada Nursing Home,Andhra Pradesh,Guntur,102.0,"16.0653545, 80.5530292",False,False,16.0653545,80.5530292
Alapati Nursing Home,Andhra Pradesh,Guntur,111.0,"16.2413768, 80.6463314",False,False,16.2413768,80.6463314
Ganga Kumari Memorial Children Nursing Home,Andhra Pradesh,Guntur,104.0,"16.2395313, 80.6493396",False,False,16.2395313,80.6493396
Gayatri Hospital,Andhra Pradesh,Guntur,114.0,"16.2372555, 80.6472588",False,False,16.2372555,80.6472588
Health Hospitals,Andhra Pradesh,Guntur,109.0,"16.2432069, 80.6466435",False,False,16.2432069,80.6466435
Kommineni Nursing Home,Andhra Pradesh,Guntur,104.0,"16.2410191, 80.649556",False,False,16.2410191,80.649556
K J Memorial Hospital,Andhra Pradesh,Guntur,86.0,"16.0174248, 80.8294747",False,False,16.0174248,80.8294747
Sri Evuru Subbarao Memorial Nursing Home,Andhra Pradesh,Guntur,114.0,"16.0546961, 80.6828266",False,False,16.0546961,80.6828266
Sanjana Speciality Hospital,Andhra Pradesh,Guntur,95.0,"16.4049645, 80.1213066",False,False,16.4049645,80.1213066
Abhaya Multispecialty Hospitals,Andhra Pradesh,Guntur,84.0,"16.4851565, 79.8900552",False,False,16.4851565,79.8900552
Dr Anji Reddy Multispeciality Hospitals Pvt Ltd,Andhra Pradesh,Guntur,102.0,"16.4772374, 79.8995349",False,False,16.4772374,79.8995349
Ramakrishna Hospital - Macherla,Andhra Pradesh,Guntur,97.0,"16.4759885, 79.4394459",False,False,16.4759885,79.4394459
P.G.S.Nursing Home,Andhra Pradesh,Guntur,89.0,"16.4346457, 80.5645418",False,False,16.4346457,80.5645418
Sree Venkateswara Nursing Home,Andhra Pradesh,Guntur,117.0,"16.4342432, 80.5678268",False,False,16.4342432,80.5678268
Amrutha Hospital,Andhra Pradesh,Guntur,86.0,"16.3010263, 80.4458641",False,False,16.3010263,80.4458641
Bayya Ent Hospital and Research Center,Andhra Pradesh,Guntur,92.0,"16.4954892, 80.5870903",False,False,16.4954892,80.5870903
Bommidala Cancer Institute,Andhra Pradesh,Guntur,119.0,"16.3436965, 80.4864407",False,False,16.3436965,80.4864407
Amulya Nursing Home,Andhra Pradesh,Guntur,81.0,"16.2355381, 80.0553534",False,False,16.2355381,80.0553534
Prasanthi Nursing Home,Andhra Pradesh,Guntur,101.0,"16.2353506, 80.0479039",False,False,16.2353506,80.0479039
Sai Ramya Nursing Home,Andhra Pradesh,Guntur,104.0,"16.2318618, 80.0417167",False,False,16.2318618,80.0417167
